dataset,label,n_grapheme_clusters
bd_shs,not_hate,39
bd_shs,not_hate,646
bd_shs,not_hate,24
bd_shs,not_hate,8
bd_shs,not_hate,334
bd_shs,not_hate,14
bd_shs,not_hate,21
bd_shs,not_hate,20
bd_shs,not_hate,34
bd_shs,not_hate,97
bd_shs,not_hate,31
bd_shs,not_hate,36
bd_shs,not_hate,18
bd_shs,not_hate,13
bd_shs,not_hate,43
bd_shs,not_hate,103
bd_shs,not_hate,7
bd_shs,not_hate,86
bd_shs,not_hate,24
bd_shs,not_hate,16
bd_shs,not_hate,28
bd_shs,not_hate,20
bd_shs,not_hate,30
bd_shs,not_hate,118
bd_shs,not_hate,27
bd_shs,not_hate,90
bd_shs,not_hate,7
bd_shs,not_hate,23
bd_shs,not_hate,195
bd_shs,not_hate,71
bd_shs,not_hate,26
bd_shs,not_hate,142
bd_shs,not_hate,19
bd_shs,not_hate,117
bd_shs,not_hate,69
bd_shs,not_hate,18
bd_shs,not_hate,47
bd_shs,not_hate,18
bd_shs,not_hate,10
bd_shs,not_hate,20
bd_shs,not_hate,13
bd_shs,not_hate,49
bd_shs,not_hate,19
bd_shs,not_hate,25
bd_shs,not_hate,21
bd_shs,not_hate,33
bd_shs,not_hate,6
bd_shs,not_hate,14
bd_shs,not_hate,41
bd_shs,not_hate,22
bd_shs,not_hate,6
bd_shs,not_hate,44
bd_shs,not_hate,13
bd_shs,not_hate,23
bd_shs,not_hate,16
bd_shs,not_hate,39
bd_shs,not_hate,60
bd_shs,not_hate,60
bd_shs,not_hate,42
bd_shs,not_hate,81
bd_shs,not_hate,73
bd_shs,not_hate,5
bd_shs,not_hate,87
bd_shs,not_hate,65
bd_shs,not_hate,18
bd_shs,not_hate,35
bd_shs,not_hate,6
bd_shs,not_hate,61
bd_shs,not_hate,41
bd_shs,not_hate,143
bd_shs,not_hate,8
bd_shs,not_hate,189
bd_shs,not_hate,1145
bd_shs,not_hate,59
bd_shs,not_hate,57
bd_shs,not_hate,15
bd_shs,not_hate,10
bd_shs,not_hate,10
bd_shs,not_hate,198
bd_shs,not_hate,18
bd_shs,not_hate,27
bd_shs,not_hate,23
bd_shs,not_hate,21
bd_shs,not_hate,48
bd_shs,not_hate,284
bd_shs,not_hate,71
bd_shs,not_hate,15
bd_shs,not_hate,32
bd_shs,not_hate,15
bd_shs,not_hate,18
bd_shs,not_hate,29
bd_shs,not_hate,12
bd_shs,not_hate,17
bd_shs,not_hate,25
bd_shs,not_hate,25
bd_shs,not_hate,55
bd_shs,not_hate,144
bd_shs,not_hate,17
bd_shs,not_hate,95
bd_shs,not_hate,22
bd_shs,not_hate,37
bd_shs,not_hate,12
bd_shs,not_hate,25
bd_shs,not_hate,52
bd_shs,not_hate,106
bd_shs,not_hate,31
bd_shs,not_hate,29
bd_shs,not_hate,122
bd_shs,not_hate,46
bd_shs,not_hate,39
bd_shs,not_hate,31
bd_shs,not_hate,84
bd_shs,not_hate,204
bd_shs,not_hate,49
bd_shs,not_hate,94
bd_shs,not_hate,24
bd_shs,not_hate,43
bd_shs,not_hate,47
bd_shs,not_hate,80
bd_shs,not_hate,42
bd_shs,not_hate,58
bd_shs,not_hate,32
bd_shs,not_hate,19
bd_shs,not_hate,9
bd_shs,not_hate,50
bd_shs,not_hate,221
bd_shs,not_hate,49
bd_shs,not_hate,9
bd_shs,not_hate,13
bd_shs,not_hate,6
bd_shs,not_hate,12
bd_shs,not_hate,61
bd_shs,not_hate,77
bd_shs,not_hate,79
bd_shs,not_hate,15
bd_shs,not_hate,18
bd_shs,not_hate,24
bd_shs,not_hate,13
bd_shs,not_hate,27
bd_shs,not_hate,16
bd_shs,not_hate,6
bd_shs,not_hate,51
bd_shs,not_hate,222
bd_shs,not_hate,30
bd_shs,not_hate,58
bd_shs,not_hate,36
bd_shs,not_hate,38
bd_shs,not_hate,23
bd_shs,not_hate,90
bd_shs,not_hate,7
bd_shs,not_hate,18
bd_shs,not_hate,10
bd_shs,not_hate,14
bd_shs,not_hate,15
bd_shs,not_hate,66
bd_shs,not_hate,14
bd_shs,not_hate,59
bd_shs,not_hate,37
bd_shs,not_hate,50
bd_shs,not_hate,37
bd_shs,not_hate,95
bd_shs,not_hate,68
bd_shs,not_hate,41
bd_shs,not_hate,8
bd_shs,not_hate,47
bd_shs,not_hate,128
bd_shs,not_hate,19
bd_shs,not_hate,45
bd_shs,not_hate,70
bd_shs,not_hate,19
bd_shs,not_hate,5
bd_shs,not_hate,18
bd_shs,not_hate,36
bd_shs,not_hate,76
bd_shs,not_hate,77
bd_shs,not_hate,42
bd_shs,not_hate,24
bd_shs,not_hate,29
bd_shs,not_hate,16
bd_shs,not_hate,67
bd_shs,not_hate,22
bd_shs,not_hate,57
bd_shs,not_hate,36
bd_shs,not_hate,20
bd_shs,not_hate,32
bd_shs,not_hate,14
bd_shs,not_hate,19
bd_shs,not_hate,25
bd_shs,not_hate,37
bd_shs,not_hate,21
bd_shs,not_hate,15
bd_shs,not_hate,19
bd_shs,not_hate,63
bd_shs,not_hate,21
bd_shs,not_hate,42
bd_shs,not_hate,17
bd_shs,not_hate,24
bd_shs,not_hate,82
bd_shs,not_hate,66
bd_shs,not_hate,9
bd_shs,not_hate,13
bd_shs,not_hate,63
bd_shs,not_hate,11
bd_shs,not_hate,95
bd_shs,not_hate,23
bd_shs,not_hate,13
bd_shs,not_hate,20
bd_shs,not_hate,76
bd_shs,not_hate,11
bd_shs,not_hate,23
bd_shs,not_hate,82
bd_shs,not_hate,8
bd_shs,not_hate,4
bd_shs,not_hate,149
bd_shs,not_hate,7
bd_shs,not_hate,23
bd_shs,not_hate,8
bd_shs,not_hate,53
bd_shs,not_hate,3
bd_shs,not_hate,56
bd_shs,not_hate,27
bd_shs,not_hate,44
bd_shs,not_hate,19
bd_shs,not_hate,44
bd_shs,not_hate,20
bd_shs,not_hate,23
bd_shs,not_hate,9
bd_shs,not_hate,7
bd_shs,not_hate,90
bd_shs,not_hate,14
bd_shs,not_hate,26
bd_shs,not_hate,41
bd_shs,not_hate,15
bd_shs,not_hate,25
bd_shs,not_hate,58
bd_shs,not_hate,14
bd_shs,not_hate,119
bd_shs,not_hate,177
bd_shs,not_hate,144
bd_shs,not_hate,8
bd_shs,not_hate,32
bd_shs,not_hate,13
bd_shs,not_hate,74
bd_shs,not_hate,23
bd_shs,not_hate,12
bd_shs,not_hate,8
bd_shs,not_hate,18
bd_shs,not_hate,13
bd_shs,not_hate,219
bd_shs,not_hate,11
bd_shs,not_hate,14
bd_shs,not_hate,95
bd_shs,not_hate,98
bd_shs,not_hate,20
bd_shs,not_hate,58
bd_shs,not_hate,190
bd_shs,not_hate,36
bd_shs,not_hate,39
bd_shs,not_hate,11
bd_shs,not_hate,31
bd_shs,not_hate,7
bd_shs,not_hate,8
bd_shs,not_hate,53
bd_shs,not_hate,29
bd_shs,not_hate,45
bd_shs,not_hate,16
bd_shs,not_hate,4
bd_shs,not_hate,36
bd_shs,not_hate,23
bd_shs,not_hate,13
bd_shs,not_hate,43
bd_shs,not_hate,30
bd_shs,not_hate,15
bd_shs,not_hate,47
bd_shs,not_hate,48
bd_shs,not_hate,5
bd_shs,not_hate,47
bd_shs,not_hate,49
bd_shs,not_hate,13
bd_shs,not_hate,14
bd_shs,not_hate,45
bd_shs,not_hate,10
bd_shs,not_hate,59
bd_shs,not_hate,39
bd_shs,not_hate,192
bd_shs,not_hate,23
bd_shs,not_hate,43
bd_shs,not_hate,16
bd_shs,not_hate,18
bd_shs,not_hate,65
bd_shs,not_hate,50
bd_shs,not_hate,47
bd_shs,not_hate,19
bd_shs,not_hate,26
bd_shs,not_hate,33
bd_shs,not_hate,95
bd_shs,not_hate,16
bd_shs,not_hate,59
bd_shs,not_hate,42
bd_shs,not_hate,94
bd_shs,not_hate,25
bd_shs,not_hate,64
bd_shs,not_hate,16
bd_shs,not_hate,13
bd_shs,not_hate,47
bd_shs,not_hate,16
bd_shs,not_hate,14
bd_shs,not_hate,90
bd_shs,not_hate,39
bd_shs,not_hate,13
bd_shs,not_hate,35
bd_shs,not_hate,17
bd_shs,not_hate,17
bd_shs,not_hate,7
bd_shs,not_hate,37
bd_shs,not_hate,20
bd_shs,not_hate,18
bd_shs,not_hate,15
bd_shs,not_hate,11
bd_shs,not_hate,61
bd_shs,not_hate,8
bd_shs,not_hate,24
bd_shs,not_hate,52
bd_shs,not_hate,48
bd_shs,not_hate,34
bd_shs,not_hate,12
bd_shs,not_hate,9
bd_shs,not_hate,11
bd_shs,not_hate,32
bd_shs,not_hate,6
bd_shs,not_hate,20
bd_shs,not_hate,69
bd_shs,not_hate,9
bd_shs,not_hate,21
bd_shs,not_hate,23
bd_shs,not_hate,9
bd_shs,not_hate,26
bd_shs,not_hate,15
bd_shs,not_hate,11
bd_shs,not_hate,8
bd_shs,not_hate,15
bd_shs,not_hate,39
bd_shs,not_hate,33
bd_shs,not_hate,31
bd_shs,not_hate,90
bd_shs,not_hate,8
bd_shs,not_hate,38
bd_shs,not_hate,3
bd_shs,not_hate,12
bd_shs,not_hate,6
bd_shs,not_hate,39
bd_shs,not_hate,59
bd_shs,not_hate,15
bd_shs,not_hate,10
bd_shs,not_hate,103
bd_shs,not_hate,9
bd_shs,not_hate,19
bd_shs,not_hate,20
bd_shs,not_hate,53
bd_shs,not_hate,57
bd_shs,not_hate,179
bd_shs,not_hate,139
bd_shs,not_hate,47
bd_shs,not_hate,40
bd_shs,not_hate,7
bd_shs,not_hate,527
bd_shs,not_hate,34
bd_shs,not_hate,120
bd_shs,not_hate,21
bd_shs,not_hate,13
bd_shs,not_hate,31
bd_shs,not_hate,20
bd_shs,not_hate,24
bd_shs,not_hate,146
bd_shs,not_hate,15
bd_shs,not_hate,46
bd_shs,not_hate,41
bd_shs,not_hate,9
bd_shs,not_hate,57
bd_shs,not_hate,34
bd_shs,not_hate,58
bd_shs,not_hate,17
bd_shs,not_hate,35
bd_shs,not_hate,173
bd_shs,not_hate,18
bd_shs,not_hate,11
bd_shs,not_hate,268
bd_shs,not_hate,16
bd_shs,not_hate,19
bd_shs,not_hate,29
bd_shs,not_hate,12
bd_shs,not_hate,15
bd_shs,not_hate,11
bd_shs,not_hate,8
bd_shs,not_hate,41
bd_shs,not_hate,19
bd_shs,not_hate,53
bd_shs,not_hate,10
bd_shs,not_hate,17
bd_shs,not_hate,18
bd_shs,not_hate,7
bd_shs,not_hate,13
bd_shs,not_hate,117
bd_shs,not_hate,37
bd_shs,not_hate,61
bd_shs,not_hate,11
bd_shs,not_hate,47
bd_shs,not_hate,5
bd_shs,not_hate,18
bd_shs,not_hate,141
bd_shs,not_hate,34
bd_shs,not_hate,94
bd_shs,not_hate,68
bd_shs,not_hate,24
bd_shs,not_hate,43
bd_shs,not_hate,62
bd_shs,not_hate,63
bd_shs,not_hate,196
bd_shs,not_hate,87
bd_shs,not_hate,14
bd_shs,not_hate,24
bd_shs,not_hate,18
bd_shs,not_hate,7
bd_shs,not_hate,13
bd_shs,not_hate,30
bd_shs,not_hate,21
bd_shs,not_hate,18
bd_shs,not_hate,12
bd_shs,not_hate,12
bd_shs,not_hate,58
bd_shs,not_hate,13
bd_shs,not_hate,18
bd_shs,not_hate,40
bd_shs,not_hate,7
bd_shs,not_hate,23
bd_shs,not_hate,10
bd_shs,not_hate,172
bd_shs,not_hate,22
bd_shs,not_hate,51
bd_shs,not_hate,16
bd_shs,not_hate,68
bd_shs,not_hate,65
bd_shs,not_hate,23
bd_shs,not_hate,127
bd_shs,not_hate,28
bd_shs,not_hate,45
bd_shs,not_hate,42
bd_shs,not_hate,126
bd_shs,not_hate,6
bd_shs,not_hate,14
bd_shs,not_hate,20
bd_shs,not_hate,47
bd_shs,not_hate,6
bd_shs,not_hate,63
bd_shs,not_hate,198
bd_shs,not_hate,18
bd_shs,not_hate,657
bd_shs,not_hate,11
bd_shs,not_hate,14
bd_shs,not_hate,17
bd_shs,not_hate,21
bd_shs,not_hate,21
bd_shs,not_hate,74
bd_shs,not_hate,77
bd_shs,not_hate,10
bd_shs,not_hate,23
bd_shs,not_hate,10
bd_shs,not_hate,67
bd_shs,not_hate,21
bd_shs,not_hate,30
bd_shs,not_hate,279
bd_shs,not_hate,11
bd_shs,not_hate,44
bd_shs,not_hate,44
bd_shs,not_hate,12
bd_shs,not_hate,39
bd_shs,not_hate,44
bd_shs,not_hate,21
bd_shs,not_hate,231
bd_shs,not_hate,14
bd_shs,not_hate,156
bd_shs,not_hate,19
bd_shs,not_hate,20
bd_shs,not_hate,167
bd_shs,not_hate,11
bd_shs,not_hate,64
bd_shs,not_hate,33
bd_shs,not_hate,37
bd_shs,not_hate,10
bd_shs,not_hate,22
bd_shs,not_hate,31
bd_shs,not_hate,79
bd_shs,not_hate,62
bd_shs,not_hate,59
bd_shs,not_hate,48
bd_shs,not_hate,29
bd_shs,not_hate,40
bd_shs,not_hate,35
bd_shs,not_hate,37
bd_shs,not_hate,316
bd_shs,not_hate,53
bd_shs,not_hate,17
bd_shs,not_hate,43
bd_shs,not_hate,32
bd_shs,not_hate,15
bd_shs,not_hate,29
bd_shs,not_hate,291
bd_shs,not_hate,26
bd_shs,not_hate,53
bd_shs,not_hate,40
bd_shs,not_hate,50
bd_shs,not_hate,6
bd_shs,not_hate,21
bd_shs,not_hate,58
bd_shs,not_hate,34
bd_shs,not_hate,195
bd_shs,not_hate,6
bd_shs,not_hate,44
bd_shs,not_hate,23
bd_shs,not_hate,34
bd_shs,not_hate,8
bd_shs,not_hate,21
bd_shs,not_hate,12
bd_shs,not_hate,30
bd_shs,not_hate,9
bd_shs,not_hate,27
bd_shs,not_hate,5
bd_shs,not_hate,23
bd_shs,not_hate,197
bd_shs,not_hate,132
bd_shs,not_hate,24
bd_shs,not_hate,13
bd_shs,not_hate,524
bd_shs,not_hate,25
bd_shs,not_hate,26
bd_shs,not_hate,215
bd_shs,not_hate,52
bd_shs,not_hate,27
bd_shs,not_hate,19
bd_shs,not_hate,154
bd_shs,not_hate,70
bd_shs,not_hate,27
bd_shs,not_hate,15
bd_shs,not_hate,40
bd_shs,not_hate,15
bd_shs,not_hate,19
bd_shs,not_hate,30
bd_shs,not_hate,69
bd_shs,not_hate,45
bd_shs,not_hate,57
bd_shs,not_hate,52
bd_shs,not_hate,13
bd_shs,not_hate,76
bd_shs,not_hate,20
bd_shs,not_hate,36
bd_shs,not_hate,76
bd_shs,not_hate,51
bd_shs,not_hate,18
bd_shs,not_hate,298
bd_shs,not_hate,26
bd_shs,not_hate,30
bd_shs,not_hate,15
bd_shs,not_hate,40
bd_shs,not_hate,130
bd_shs,not_hate,30
bd_shs,not_hate,50
bd_shs,not_hate,22
bd_shs,not_hate,33
bd_shs,not_hate,74
bd_shs,not_hate,18
bd_shs,not_hate,8
bd_shs,not_hate,70
bd_shs,not_hate,46
bd_shs,not_hate,37
bd_shs,not_hate,5
bd_shs,not_hate,22
bd_shs,not_hate,18
bd_shs,not_hate,22
bd_shs,not_hate,30
bd_shs,not_hate,6
bd_shs,not_hate,18
bd_shs,not_hate,44
bd_shs,not_hate,57
bd_shs,not_hate,278
bd_shs,not_hate,6
bd_shs,not_hate,110
bd_shs,not_hate,38
bd_shs,not_hate,19
bd_shs,not_hate,22
bd_shs,not_hate,34
bd_shs,not_hate,147
bd_shs,not_hate,33
bd_shs,not_hate,84
bd_shs,not_hate,18
bd_shs,not_hate,18
bd_shs,not_hate,28
bd_shs,not_hate,41
bd_shs,not_hate,32
bd_shs,not_hate,49
bd_shs,not_hate,131
bd_shs,not_hate,61
bd_shs,not_hate,81
bd_shs,not_hate,6
bd_shs,not_hate,98
bd_shs,not_hate,70
bd_shs,not_hate,17
bd_shs,not_hate,22
bd_shs,not_hate,204
bd_shs,not_hate,49
bd_shs,not_hate,24
bd_shs,not_hate,38
bd_shs,not_hate,50
bd_shs,not_hate,5
bd_shs,not_hate,56
bd_shs,not_hate,41
bd_shs,not_hate,33
bd_shs,not_hate,15
bd_shs,not_hate,23
bd_shs,not_hate,32
bd_shs,not_hate,34
bd_shs,not_hate,21
bd_shs,not_hate,16
bd_shs,not_hate,21
bd_shs,not_hate,16
bd_shs,not_hate,96
bd_shs,not_hate,116
bd_shs,not_hate,49
bd_shs,not_hate,146
bd_shs,not_hate,38
bd_shs,not_hate,24
bd_shs,not_hate,25
bd_shs,not_hate,40
bd_shs,not_hate,10
bd_shs,not_hate,72
bd_shs,not_hate,44
bd_shs,not_hate,15
bd_shs,not_hate,8
bd_shs,not_hate,15
bd_shs,not_hate,12
bd_shs,not_hate,99
bd_shs,not_hate,8
bd_shs,not_hate,144
bd_shs,not_hate,60
bd_shs,not_hate,44
bd_shs,not_hate,10
bd_shs,not_hate,33
bd_shs,not_hate,14
bd_shs,not_hate,8
bd_shs,not_hate,40
bd_shs,not_hate,64
bd_shs,not_hate,9
bd_shs,not_hate,107
bd_shs,not_hate,59
bd_shs,not_hate,32
bd_shs,not_hate,87
bd_shs,not_hate,11
bd_shs,not_hate,111
bd_shs,not_hate,86
bd_shs,not_hate,22
bd_shs,not_hate,13
bd_shs,not_hate,17
bd_shs,not_hate,15
bd_shs,not_hate,45
bd_shs,not_hate,67
bd_shs,not_hate,161
bd_shs,not_hate,8
bd_shs,not_hate,74
bd_shs,not_hate,46
bd_shs,not_hate,20
bd_shs,not_hate,18
bd_shs,not_hate,8
bd_shs,not_hate,26
bd_shs,not_hate,99
bd_shs,not_hate,58
bd_shs,not_hate,13
bd_shs,not_hate,79
bd_shs,not_hate,48
bd_shs,not_hate,40
bd_shs,not_hate,29
bd_shs,not_hate,16
bd_shs,not_hate,29
bd_shs,not_hate,34
bd_shs,not_hate,18
bd_shs,not_hate,60
bd_shs,not_hate,17
bd_shs,not_hate,26
bd_shs,not_hate,41
bd_shs,not_hate,43
bd_shs,not_hate,97
bd_shs,not_hate,17
bd_shs,not_hate,140
bd_shs,not_hate,22
bd_shs,not_hate,16
bd_shs,not_hate,101
bd_shs,not_hate,17
bd_shs,not_hate,58
bd_shs,not_hate,6
bd_shs,not_hate,74
bd_shs,not_hate,11
bd_shs,not_hate,46
bd_shs,not_hate,27
bd_shs,not_hate,39
bd_shs,not_hate,18
bd_shs,not_hate,44
bd_shs,not_hate,133
bd_shs,not_hate,47
bd_shs,not_hate,36
bd_shs,not_hate,57
bd_shs,not_hate,90
bd_shs,not_hate,35
bd_shs,not_hate,12
bd_shs,not_hate,59
bd_shs,not_hate,18
bd_shs,not_hate,44
bd_shs,not_hate,16
bd_shs,not_hate,48
bd_shs,not_hate,50
bd_shs,not_hate,57
bd_shs,not_hate,23
bd_shs,not_hate,24
bd_shs,not_hate,44
bd_shs,not_hate,12
bd_shs,not_hate,16
bd_shs,not_hate,101
bd_shs,not_hate,12
bd_shs,not_hate,116
bd_shs,not_hate,61
bd_shs,not_hate,16
bd_shs,not_hate,34
bd_shs,not_hate,62
bd_shs,not_hate,115
bd_shs,not_hate,14
bd_shs,not_hate,16
bd_shs,not_hate,33
bd_shs,not_hate,39
bd_shs,not_hate,12
bd_shs,not_hate,41
bd_shs,not_hate,12
bd_shs,not_hate,74
bd_shs,not_hate,16
bd_shs,not_hate,7
bd_shs,not_hate,107
bd_shs,not_hate,105
bd_shs,not_hate,10
bd_shs,not_hate,16
bd_shs,not_hate,5
bd_shs,not_hate,32
bd_shs,not_hate,28
bd_shs,not_hate,49
bd_shs,not_hate,91
bd_shs,not_hate,21
bd_shs,not_hate,47
bd_shs,not_hate,69
bd_shs,not_hate,10
bd_shs,not_hate,147
bd_shs,not_hate,9
bd_shs,not_hate,6
bd_shs,not_hate,15
bd_shs,not_hate,48
bd_shs,not_hate,12
bd_shs,not_hate,34
bd_shs,not_hate,19
bd_shs,not_hate,31
bd_shs,not_hate,12
bd_shs,not_hate,9
bd_shs,not_hate,12
bd_shs,not_hate,6
bd_shs,not_hate,79
bd_shs,not_hate,15
bd_shs,not_hate,35
bd_shs,not_hate,27
bd_shs,not_hate,17
bd_shs,not_hate,56
bd_shs,not_hate,11
bd_shs,not_hate,304
bd_shs,not_hate,54
bd_shs,not_hate,17
bd_shs,not_hate,44
bd_shs,not_hate,19
bd_shs,not_hate,17
bd_shs,not_hate,18
bd_shs,not_hate,17
bd_shs,not_hate,114
bd_shs,not_hate,56
bd_shs,not_hate,41
bd_shs,not_hate,20
bd_shs,not_hate,27
bd_shs,not_hate,86
bd_shs,not_hate,40
bd_shs,not_hate,3
bd_shs,not_hate,32
bd_shs,not_hate,15
bd_shs,not_hate,301
bd_shs,not_hate,14
bd_shs,not_hate,22
bd_shs,not_hate,26
bd_shs,not_hate,32
bd_shs,not_hate,9
bd_shs,not_hate,38
bd_shs,not_hate,12
bd_shs,not_hate,31
bd_shs,not_hate,13
bd_shs,not_hate,7
bd_shs,not_hate,220
bd_shs,not_hate,15
bd_shs,not_hate,102
bd_shs,not_hate,95
bd_shs,not_hate,86
bd_shs,not_hate,12
bd_shs,not_hate,29
bd_shs,not_hate,9
bd_shs,not_hate,39
bd_shs,not_hate,30
bd_shs,not_hate,113
bd_shs,not_hate,9
bd_shs,not_hate,20
bd_shs,not_hate,5
bd_shs,not_hate,76
bd_shs,not_hate,30
bd_shs,not_hate,16
bd_shs,not_hate,26
bd_shs,not_hate,10
bd_shs,not_hate,192
bd_shs,not_hate,25
bd_shs,not_hate,10
bd_shs,not_hate,21
bd_shs,not_hate,29
bd_shs,not_hate,100
bd_shs,not_hate,16
bd_shs,not_hate,57
bd_shs,not_hate,16
bd_shs,not_hate,92
bd_shs,not_hate,7
bd_shs,not_hate,26
bd_shs,not_hate,160
bd_shs,not_hate,18
bd_shs,not_hate,17
bd_shs,not_hate,49
bd_shs,not_hate,38
bd_shs,not_hate,56
bd_shs,not_hate,22
bd_shs,not_hate,31
bd_shs,not_hate,66
bd_shs,not_hate,10
bd_shs,not_hate,114
bd_shs,not_hate,117
bd_shs,not_hate,29
bd_shs,not_hate,211
bd_shs,not_hate,36
bd_shs,not_hate,21
bd_shs,not_hate,14
bd_shs,not_hate,139
bd_shs,not_hate,54
bd_shs,not_hate,117
bd_shs,not_hate,36
bd_shs,not_hate,52
bd_shs,not_hate,17
bd_shs,not_hate,20
bd_shs,not_hate,44
bd_shs,not_hate,40
bd_shs,not_hate,150
bd_shs,not_hate,7
bd_shs,not_hate,21
bd_shs,not_hate,251
bd_shs,not_hate,31
bd_shs,not_hate,27
bd_shs,not_hate,14
bd_shs,not_hate,32
bd_shs,not_hate,11
bd_shs,not_hate,55
bd_shs,not_hate,20
bd_shs,not_hate,36
bd_shs,not_hate,17
bd_shs,not_hate,37
bd_shs,not_hate,180
bd_shs,not_hate,18
bd_shs,not_hate,89
bd_shs,not_hate,40
bd_shs,not_hate,31
bd_shs,not_hate,34
bd_shs,not_hate,29
bd_shs,not_hate,80
bd_shs,not_hate,25
bd_shs,not_hate,12
bd_shs,not_hate,8
bd_shs,not_hate,13
bd_shs,not_hate,148
bd_shs,not_hate,20
bd_shs,not_hate,19
bd_shs,not_hate,37
bd_shs,not_hate,32
bd_shs,not_hate,124
bd_shs,not_hate,3
bd_shs,not_hate,48
bd_shs,not_hate,31
bd_shs,not_hate,17
bd_shs,not_hate,69
bd_shs,not_hate,36
bd_shs,not_hate,7
bd_shs,not_hate,5
bd_shs,not_hate,37
bd_shs,not_hate,151
bd_shs,not_hate,46
bd_shs,not_hate,89
bd_shs,not_hate,19
bd_shs,not_hate,17
bd_shs,not_hate,16
bd_shs,not_hate,131
bd_shs,not_hate,22
bd_shs,not_hate,11
bd_shs,not_hate,148
bd_shs,not_hate,17
bd_shs,not_hate,5
bd_shs,not_hate,18
bd_shs,not_hate,14
bd_shs,not_hate,77
bd_shs,not_hate,187
bd_shs,not_hate,100
bd_shs,not_hate,129
bd_shs,not_hate,18
bd_shs,not_hate,11
bd_shs,not_hate,25
bd_shs,not_hate,20
bd_shs,not_hate,83
bd_shs,not_hate,27
bd_shs,not_hate,26
bd_shs,not_hate,4
bd_shs,not_hate,14
bd_shs,not_hate,29
bd_shs,not_hate,128
bd_shs,not_hate,70
bd_shs,not_hate,8
bd_shs,not_hate,169
bd_shs,not_hate,68
bd_shs,not_hate,15
bd_shs,not_hate,45
bd_shs,not_hate,46
bd_shs,not_hate,11
bd_shs,not_hate,29
bd_shs,not_hate,42
bd_shs,not_hate,13
bd_shs,not_hate,131
bd_shs,not_hate,20
bd_shs,not_hate,5
bd_shs,not_hate,8
bd_shs,not_hate,58
bd_shs,not_hate,195
bd_shs,not_hate,60
bd_shs,not_hate,27
bd_shs,not_hate,77
bd_shs,not_hate,20
bd_shs,not_hate,36
bd_shs,not_hate,12
bd_shs,not_hate,11
bd_shs,not_hate,17
bd_shs,not_hate,27
bd_shs,not_hate,16
bd_shs,not_hate,21
bd_shs,not_hate,75
bd_shs,not_hate,31
bd_shs,not_hate,353
bd_shs,not_hate,8
bd_shs,not_hate,23
bd_shs,not_hate,23
bd_shs,not_hate,29
bd_shs,not_hate,65
bd_shs,not_hate,25
bd_shs,not_hate,26
bd_shs,not_hate,71
bd_shs,not_hate,15
bd_shs,not_hate,23
bd_shs,not_hate,39
bd_shs,not_hate,65
bd_shs,not_hate,11
bd_shs,not_hate,25
bd_shs,not_hate,13
bd_shs,not_hate,19
bd_shs,not_hate,105
bd_shs,not_hate,6
bd_shs,not_hate,55
bd_shs,not_hate,16
bd_shs,not_hate,5
bd_shs,not_hate,70
bd_shs,not_hate,27
bd_shs,not_hate,23
bd_shs,not_hate,29
bd_shs,not_hate,17
bd_shs,not_hate,50
bd_shs,not_hate,141
bd_shs,not_hate,14
bd_shs,not_hate,42
bd_shs,not_hate,53
bd_shs,not_hate,8
bd_shs,not_hate,68
bd_shs,not_hate,11
bd_shs,not_hate,19
bd_shs,not_hate,12
bd_shs,not_hate,17
bd_shs,not_hate,27
bd_shs,not_hate,44
bd_shs,not_hate,14
bd_shs,not_hate,26
bd_shs,not_hate,80
bd_shs,not_hate,30
bd_shs,not_hate,11
bd_shs,not_hate,57
bd_shs,not_hate,9
bd_shs,not_hate,36
bd_shs,not_hate,86
bd_shs,not_hate,26
bd_shs,not_hate,93
bd_shs,not_hate,15
bd_shs,not_hate,10
bd_shs,not_hate,74
bd_shs,not_hate,71
bd_shs,not_hate,182
bd_shs,not_hate,10
bd_shs,not_hate,19
bd_shs,not_hate,12
bd_shs,not_hate,14
bd_shs,not_hate,13
bd_shs,not_hate,8
bd_shs,not_hate,12
bd_shs,not_hate,86
bd_shs,not_hate,28
bd_shs,not_hate,55
bd_shs,not_hate,10
bd_shs,not_hate,63
bd_shs,not_hate,22
bd_shs,not_hate,146
bd_shs,not_hate,16
bd_shs,not_hate,28
bd_shs,not_hate,19
bd_shs,not_hate,9
bd_shs,not_hate,13
bd_shs,not_hate,21
bd_shs,not_hate,25
bd_shs,not_hate,87
bd_shs,not_hate,20
bd_shs,not_hate,67
bd_shs,not_hate,5
bd_shs,not_hate,83
bd_shs,not_hate,28
bd_shs,not_hate,57
bd_shs,not_hate,33
bd_shs,not_hate,98
bd_shs,not_hate,24
bd_shs,not_hate,58
bd_shs,not_hate,76
bd_shs,not_hate,31
bd_shs,not_hate,35
bd_shs,not_hate,58
bd_shs,not_hate,18
bd_shs,not_hate,40
bd_shs,not_hate,32
bd_shs,not_hate,33
bd_shs,not_hate,4
bd_shs,not_hate,15
bd_shs,not_hate,28
bd_shs,not_hate,33
bd_shs,not_hate,77
bd_shs,not_hate,22
bd_shs,not_hate,18
bd_shs,not_hate,64
bd_shs,not_hate,17
bd_shs,not_hate,15
bd_shs,not_hate,29
bd_shs,not_hate,21
bd_shs,not_hate,172
bd_shs,not_hate,31
bd_shs,not_hate,12
bd_shs,not_hate,53
bd_shs,not_hate,17
bd_shs,not_hate,10
bd_shs,not_hate,114
